,Class Index,Description
4806,3,"What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14 , 1983 , when the temperature hit 111 degrees ?"
4807,5,What country saw the origin of the Asian Flu ?
4808,4,Who is the richest woman in the world ?
4809,5,Where can I take a test that will tell me what I should be when I grow up ?
4810,2,What caused the death of Bob Marley ?
4811,4,"What 's Mrs. Bridges 's job on TV 's Upstairs , Downstairs ?"
4812,3,What daily newspaper will `` help you see clearer across the USA '' ?
4813,5,What lake in Scotland is said to hold one or more monsters ?
4814,4,Who were the 1974 Oscar winners ?
4815,4,What kind of business is 7-Eleven ?
4816,2,What is Sinn Fein ?
4817,3,"What is the name of the rare neurological disease with symptoms such as : involuntary movements , tics , swearing , and incoherent vocalizations , grunts , shouts , etc. ?"
4818,3,What do river otters eat ?
4819,4,"Who wrote the book , `` Huckleberry Finn '' ?"
4820,4,Who would you use the Heimlich maneuver on ?
4821,5,What famed library can you reach by dialing 22-287-5 ?
4822,3,What five-time winner of the Kentucky Derby lost his first 25 races ?
4823,3,What did Vasco da Gama discover ?
4824,2,What is Megan 's law ?
4825,5,Where can I get a complete listing of showtimes in my area ?
4826,5,Where 's Montenegro ?
4827,2,What is usenet for the Internet ?
4828,2,What are field effect transistors ?
4829,3,What was the killer whale who died at Sea World of a fungal infection named ?
4830,2,What is witch hazel ?
4831,3,What is state tree of Nebraska ?
4832,5,Where is Glasgow ?
4833,2,Why is Chicago named Chicago ?
4834,3,What three colors of ink are used to print a U.S. dollar bill ?
4835,2,What exactly is the purpose of the anteater ?
4836,3,What is the correct way to use `` may '' vs. `` might '' ?
4837,5,What North American city boasts the biggest Polish population ?
4838,4,"What radio , TV and movie character did Jackie Gleason and William Bendix play ?"
4839,5,"Where is it planned to berth the merchant ship , Lane Victory , which Merchant Marine veterans are converting into a floating museum ?"
4840,3,What does a pedometer measure ?
4841,6,What is Maurizio Pellegrin 's age ?
4842,6,How many thousands of students attend the University of Massachusetts ?
4843,4,Name the U.S. Senate majority leader and the Speaker of the House .
4844,4,What name did football 's New York Titans adopt in 1963 ?
4845,4,What female suspect in the game of Clue is single ?
4846,4,Who owns CNN ?
4847,6,About how many Americans are still unaccounted for from the Vietnam war ?
4848,6,What is the chemical reactivity of neon ?
4849,2,What is an auto-commentary ?
4850,5,What is the oldest website on the Internet ?
4851,2,What is deconstructionism ?
4852,2,What did Lenny Bruce say that got him arrested ?
4853,3,What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy 's World ?
4854,3,What is a fear of speaking ?
4855,3,What was Hitler 's favorite movie ?
4856,2,Why do airliners crash vs. gliding down ?
4857,2,What are those little blue reflectors in the middle of the road for ?
4858,4,"What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?"
4859,2,How is saline used in medicine ?
4860,3,"What is the name of the ` female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?"
4861,3,"What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?"
4862,5,What country are you visiting if you land at President Duvalier Airport ?
4863,4,What attorney-general ordered the closing of Alcatraz ?
4864,5,What is the capital of Congo ?
4865,2,What is the text of the Fifth Amendment ?
4866,5,What is a country that starts with the letter x ?
4867,5,What countries earn the most from tourism ?
4868,2,What is the Internet2 ?
4869,5,Which city in China has the largest number of foreign financial companies ?
4870,6,When are the Oscars Academy Awards in 1999 ?
4871,4,Who was the prophet of the Jewish people ?
4872,4,What is the most common name ?
4873,4,Who was the oldest U.S. president ?
4874,3,"What common plant has a button , cap , cup , gills , and ring ?"
4875,6,When was Dubai 's first concrete house built ?
4876,2,What is the Milky Way ?
4877,2,What is Remembrance Day all about ?
4878,3,What food did Marco Polo introduce into Italy from the court of Kubla Khan ?
4879,4,What diamond producer controls about 80% of the world 's diamonds ?
4880,4,Who is the prophet of the religion of Islam ?
4881,4,Who portrayed Maggio in the film From Here to Eternity ?
4882,5,Where are zebras most likely found ?
4883,6,What are the odds of giving birth to twins ?
4884,5,"What is the best place to live in the world , considering climate , civilization ?"
4885,2,What is meant by `` capital market '' ?
4886,2,"In My Antonia , how is Mr. Shimerda out of place on the farm ?"
4887,3,What ship did Lloyd M. Bucher command ?
4888,3,Name a medicine commonly used to combat AIDS ?
4889,2,What is the difference between hair and fur ?
4890,2,What is the difference between love and infatuation ?
4891,4,Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .
4892,3,What foods contain vitamin B12 ?
4893,6,What is the amount of money owed for illegally having a dog on a beach ?
4894,3,What are the first and last letters of the Greek alphabet ?
4895,5,What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?
4896,6,How big is the largest diamond ?
4897,3,What are some ways to help someone with Chicken Pox ?
4898,2,How do I find out the exact time of a sunset for a particular day ?
4899,6,When did the original Howdy Doody show go off the air ?
4900,6,How many languages are there in the world ?
4901,4,Who was Picasso ?
4902,4,Who were the only two bald U.S. Presidents ?
4903,4,Which member of Charlie 's Angels sang vocals for Josie and the Pussycats ?
4904,5,What river flows past the Temple of Karnak ?
4905,4,What comedian was The Perfect Fool ?
4906,2,What are the benefits of a rowing machine ?
4907,5,Where do you find information about the Queensland National Competition Policy
4908,2,What 's a `` coup de poing '' to a French boxer ?
4909,2,What 's the difference between carelessness and carefreeness ?
4910,3,What is the Islamic counterpart to the Red Cross ?
4911,2,Why does tuberculosis afflict people ?
4912,4,Who loved Flash Gordon besides Dale ?
4913,2,What is tyvek ?
4914,3,What do humans catch zoonose diseases from ?
4915,2,How did Asia get its name ?
4916,3,What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?
4917,5,Where can I get information on the original 13 US colonies ?
4918,3,For what disease is the drug Sinemet used as a treatment ?
4919,3,What are three ways in which wind is created on the earth ?
4920,3,What gender is not allowed to vote in Kuwait ?
4921,6,How many inches over six feet is Tom Selleck ?
4922,3,What is the name of the disease that actress Hunter Tylo 's baby girl has ?
4923,4,Who 's the only president buried in Washington
4924,6,How much could you rent a Volkswagen bug for in 1966 ?
4925,4,Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?
4926,6,"What is the mean income of the top 10% , top 5% , and top 1% ?"
4927,5,What North American city sprouts the most parking meters ?
4928,5,What is the largest and most expensive freeway construction project in the U.S. right now ?
4929,2,What can I do to get into an Ivy League school ?
4930,3,What film did Louise Fletcher win the best actress Oscar for ?
4931,5,Where did Gulliver find a race of tiny people ?
4932,3,"What 1950 film won seven Oscars , including best picture ?"
4933,6,How much stronger is the new vitreous carbon material invented by the Tokyo Institute of Technology compared with the material made from cellulose ?
4934,6,How much do tuberculosis combatting drugs cost ?
4935,4,President Bush compared Saddam Hussein to whom ?
4936,4,What 's the name of Pittsburgh 's baseball team ?
4937,3,What Shakespeare play opens with the line : `` Now is the winter of our discontent.. . '' ?
4938,4,"What TV comedian worked with White Fang , Black Tooth and Pookie the Lion ?"
4939,4,Who created the character James Bond ?
4940,3,What type of exercise burns the most calories ?
4941,2,What is `` the only cigarette made with no leftovers '' ?
4942,5,Where did the Japanese Imperial Forces surrender to end WWII ?
4943,1,What is Mikhail Gorbachev 's middle initial ?
4944,6,How many rows of whiskers does a cat have ?
4945,4,What British general surrendered to the colonial army at Saratoga ?
4946,2,"How can people from Ireland come to the U.S. , work , and then return to Ireland ?"
4947,3,"What product 's ads claim that it `` eliminates odors , kills household germs , mold , and mildew '' ?"
4948,6,What is the world population as of today ?
4949,2,What is the history of Buffalo chicken wings ?
4950,2,What is humidity ?
4951,3,"What kind of creatures are black , yellow , and brown bullheads ?"
4952,5,What city would you be in if you were feeding the pigeons in the Piazza San Marco ?
4953,4,What artist 's studio was the Bateau-Lavoir in Montmartre ?
4954,5,What is the name of the planet that the Ewoks live on ?
4955,6,How many words are there in the Spanish language ?
4956,5,Where is there information on the novel `` El Cid '' ?
4957,3,What is the chemical formula for napalm ?
4958,2,What is yohimbine ?
4959,2,What is `` Chicago Hope '' ?
4960,6,How many members of a family could be drafted in the U.S. military during World War II ?
4961,4,"Who wrote the song , `` Silent Night '' ?"
4962,4,What company is the largest Japanese ship builder ?
4963,1,What does the `` blue ribbon '' stand for ?
4964,6,What is the average date when most malls begin putting up Christmas holiday decorations ?
4965,6,How many characters are in the Chinese alphabet ?
4966,5,Where is Burma ?
4967,4,Who wrote The Collector ?
4968,4,Which major diamond producer is based in South Africa ?
4969,4,Who was Samuel Johnsons 's friend and biographer ?
4970,4,What kind of women gave Sigmund Freud erotic dreams ?
4971,3,What are the Cleveland Indians also called ?
4972,3,What commodity 's shortage was the largest single factor in keeping North American cars off the roads during World War II ?
4973,6,How many hummingbird eggs could fit in one ostrich egg ?
4974,4,"Who wrote the bestselling Missionary Travels and Researches in South Africa , published in 1857 ?"
4975,4,Who played the father on `` Charles in Charge '' ?
4976,6,What is the gestation period for human pregnancies ?
4977,5,Where did the name Daniel originate ?
4978,3,What are common methods used to regulate monopolies ?
4979,2,What category does the color pink denote in the Trivial Pursuit Baby Boomer Edition ?
4980,6,How long does the average domesticated ferret live ?
4981,3,Name the Islamic counterpart to the Red Cross .
4982,3,What are the historical trials following World War II called ?
4983,5,What states do not have state income tax ?
4984,5,What city has the two steepest streets in the U.S. ?
4985,2,What is Margaret Thatcher known for ?
4986,5,Name the country of giants twelve times the size of man in `` Gulliver 's Travels . ''
4987,6,What 's men 's par on a 455-yard golf hole ?
